Confusion Matrix,Precision,Recall,F1 Score
"[[2605   25  127   63    0   19    0    0]
 [  10 2181   11   29    0    0    4    0]
 [ 227   21 1562   38   10    8    0    0]
 [  41   57   15 1643    0    0    0    1]
 [   1    2    9    1  464    0    1    1]
 [  15    0   10    0    0  179    0    0]
 [   1    0    3    0   10    0   36    1]
 [   3    6    5    0    4    0    0   31]]",0.9101636904670654,0.8562860051727246,0.8787257563681394
